 method
 GMRES
 N=        1285
 iteration,||err||
   427, 1.101E-09
   428, 1.052E-09
   429, 1.029E-09
   430, 1.020E-09
   431, 1.019E-09
   432, 1.018E-09
   433, 1.018E-09
   434, 1.018E-09
   435, 1.018E-09
   436, 1.018E-09
   437, 1.018E-09
   438, 1.018E-09
   439, 1.018E-09
   440, 1.018E-09
   441, 1.018E-09
   442, 1.018E-09
   443, 1.018E-09
   444, 1.017E-09
   445, 1.013E-09
   446, 1.003E-09
   447, 9.488E-10
   448, 8.510E-10
   449, 7.276E-10
   450, 6.696E-10
   451, 6.533E-10
   452, 6.470E-10
   453, 6.446E-10
   454, 6.436E-10
   455, 6.433E-10
   456, 6.432E-10
   457, 6.432E-10
   458, 6.432E-10
   459, 6.432E-10
   460, 6.432E-10
   461, 6.432E-10
   462, 6.432E-10
   463, 6.432E-10
   464, 6.432E-10
   465, 6.432E-10
   466, 6.432E-10
   467, 6.430E-10
   468, 6.421E-10
   469, 6.367E-10
   470, 6.255E-10
   471, 6.026E-10
   472, 5.616E-10
   473, 4.860E-10
   474, 4.202E-10
   475, 4.046E-10
   476, 4.010E-10
   477, 3.994E-10
   478, 3.988E-10
   479, 3.985E-10
   480, 3.985E-10
   481, 3.984E-10
   482, 3.984E-10
   483, 3.984E-10
   484, 3.984E-10
   485, 3.984E-10
   486, 3.984E-10
   487, 3.984E-10
   488, 3.984E-10
   489, 3.982E-10
   490, 3.978E-10
   491, 3.959E-10
   492, 3.919E-10
   493, 3.844E-10
   494, 3.673E-10
   495, 3.357E-10
   496, 3.130E-10
   497, 3.077E-10
   498, 3.067E-10
   499, 3.064E-10
   500, 3.063E-10
   501, 3.062E-10
   502, 3.062E-10
   503, 3.062E-10
   504, 3.062E-10
   505, 3.062E-10
   506, 3.062E-10
   507, 3.062E-10
   508, 3.062E-10
   509, 3.061E-10
   510, 3.059E-10
   511, 3.051E-10
   512, 3.030E-10
   513, 2.913E-10
   514, 2.688E-10
   515, 2.482E-10
   516, 2.360E-10
   517, 2.335E-10
   518, 2.330E-10
   519, 2.329E-10
   520, 2.328E-10
   521, 2.328E-10
   522, 2.328E-10
   523, 2.328E-10
   524, 2.328E-10
   525, 2.328E-10
   526, 2.328E-10
   527, 2.328E-10
   528, 2.328E-10
   529, 2.328E-10
   530, 2.327E-10
   531, 2.323E-10
   532, 2.308E-10
   533, 2.251E-10
   534, 2.115E-10
   535, 1.956E-10
   536, 1.721E-10
   537, 1.554E-10
   538, 1.478E-10
   539, 1.449E-10
   540, 1.442E-10
   541, 1.441E-10
   542, 1.440E-10
   543, 1.440E-10
   544, 1.440E-10
   545, 1.440E-10
   546, 1.440E-10
   547, 1.440E-10
   548, 1.440E-10
   549, 1.440E-10
   550, 1.440E-10
   551, 1.440E-10
   552, 1.440E-10
   553, 1.439E-10
   554, 1.437E-10
   555, 1.428E-10
   556, 1.387E-10
   557, 1.283E-10
   558, 1.123E-10
   559, 9.314E-11
   560, 8.292E-11
   561, 8.006E-11
   562, 7.844E-11
   563, 7.783E-11
   564, 7.767E-11
   565, 7.766E-11
   566, 7.766E-11
   567, 7.766E-11
   568, 7.766E-11
   569, 7.766E-11
   570, 7.766E-11
   571, 7.766E-11
   572, 7.766E-11
   573, 7.765E-11
   574, 7.765E-11
   575, 7.761E-11
   576, 7.749E-11
   577, 7.669E-11
   578, 7.480E-11
   579, 7.066E-11
   580, 6.336E-11
   581, 5.999E-11
   582, 5.889E-11
   583, 5.859E-11
   584, 5.850E-11
   585, 5.849E-11
   586, 5.849E-11
   587, 5.849E-11
   588, 5.849E-11
   589, 5.849E-11
   590, 5.848E-11
   591, 5.848E-11
   592, 5.848E-11
   593, 5.848E-11
   594, 5.847E-11
   595, 5.844E-11
   596, 5.802E-11
   597, 5.667E-11
   598, 5.234E-11
   599, 4.920E-11
   600, 4.682E-11
   601, 4.571E-11
   602, 4.552E-11
   603, 4.550E-11
   604, 4.550E-11
   605, 4.550E-11
   606, 4.550E-11
   607, 4.550E-11
   608, 4.550E-11
   609, 4.550E-11
   610, 4.550E-11
   611, 4.550E-11
   612, 4.550E-11
   613, 4.549E-11
   614, 4.548E-11
   615, 4.536E-11
   616, 4.490E-11
   617, 4.340E-11
   618, 3.680E-11
   619, 3.075E-11
   620, 2.741E-11
   621, 2.586E-11
   622, 2.559E-11
   623, 2.553E-11
   624, 2.552E-11
   625, 2.552E-11
   626, 2.552E-11
   627, 2.552E-11
   628, 2.552E-11
   629, 2.552E-11
   630, 2.552E-11
   631, 2.552E-11
   632, 2.551E-11
   633, 2.551E-11
   634, 2.549E-11
   635, 2.542E-11
   636, 2.520E-11
   637, 2.457E-11
   638, 2.169E-11
   639, 1.545E-11
   640, 1.324E-11
   641, 1.281E-11
   642, 1.269E-11
   643, 1.267E-11
   644, 1.266E-11
   645, 1.266E-11
   646, 1.266E-11
   647, 1.266E-11
   648, 1.266E-11
   649, 1.266E-11
   650, 1.266E-11
   651, 1.266E-11
   652, 1.266E-11
   653, 1.266E-11
   654, 1.264E-11
   655, 1.259E-11
   656, 1.229E-11
   657, 1.077E-11
   658, 7.443E-12
   659, 5.695E-12
   660, 5.230E-12
   661, 5.174E-12
   662, 5.155E-12
   663, 5.151E-12
   664, 5.151E-12
   665, 5.151E-12
   666, 5.151E-12
   667, 5.151E-12
   668, 5.150E-12
   669, 5.150E-12
   670, 5.150E-12
   671, 5.150E-12
   672, 5.149E-12
   673, 5.141E-12
   674, 5.096E-12
   675, 4.881E-12
   676, 3.933E-12
   677, 2.617E-12
   678, 2.154E-12
   679, 2.040E-12
   680, 2.018E-12
   681, 2.014E-12
   682, 2.013E-12
   683, 2.012E-12
   684, 2.012E-12
   685, 2.012E-12
   686, 2.012E-12
   687, 2.012E-12
   688, 2.012E-12
   689, 2.012E-12
   690, 2.012E-12
   691, 2.011E-12
   692, 2.006E-12
   693, 1.941E-12
   694, 1.670E-12
   695, 1.276E-12
   696, 8.538E-13
